fecha,conteo_ordenes
2012-10-01,187.73837433595486
2012-10-02,209.186754458964
2012-10-03,222.24604280731157
2012-10-04,198.45830206849863
2012-10-05,236.56622356745308
2012-10-06,116.18665422904692
2012-10-07,212.90701567219568
2012-10-08,197.19132482053499
2012-10-09,189.37329853323379
2012-10-10,234.4215817831174
2012-10-11,270.97414206258378
2012-10-12,248.17069705589847
2012-10-13,188.14172208175361
2012-10-14,198.91443962302779
2012-10-15,243.08774267165487
2012-10-16,222.73346735963875
2012-10-17,226.74768620980186
2012-10-18,229.34610547242249
2012-10-19,231.00072145504427
2012-10-20,123.86054980236248
2012-10-21,183.88910580650926
2012-10-22,255.61642142205639
2012-10-23,245.4040294690941
2012-10-24,236.62904489575442
2012-10-25,224.12649844774199
2012-10-26,264.36129031150142
2012-10-27,115.70490669637606
2012-10-28,189.40126858761965
2012-10-29,232.07182532374358
2012-10-30,221.14733282347757
2012-10-31,243.36741545811412
2013-02-01,343.40221089336643
2013-02-02,263.11797428436211
2013-02-03,306.38987917163536
2013-02-04,298.64295248167861
2013-02-05,315.32550305829221
2013-02-06,341.48637339639851
2013-02-07,329.09998760798584
2013-02-08,392.81398964224974
2013-02-09,301.72356668669795
2013-02-10,306.82396486457753
2013-02-11,344.46293824318963
2013-02-12,319.16528959073486
2013-02-13,371.91543846831991
2013-02-14,395.90951266291546
2013-02-15,403.56050153315073
