fecha,conteo_ordenes
2012-10-01,198.70874973338977
2012-10-02,223.87098297006744
2012-10-03,243.72137176553295
2012-10-04,241.06605206704486
2012-10-05,273.49081921596701
2012-10-06,180.38326278350479
2012-10-07,234.0203383683502
2012-10-08,207.49444798692522
2012-10-09,205.92983329106076
2012-10-10,250.92085940021644
2012-10-11,282.26232404588632
2012-10-12,262.71881884442411
2012-10-13,211.62130954213947
2012-10-14,197.74252856884664
2012-10-15,212.81606298256645
2012-10-16,215.39747992057895
2012-10-17,214.51049505620054
2012-10-18,222.38918353966972
2012-10-19,248.98904113868457
2012-10-20,173.91112832860279
2012-10-21,207.46704196103516
2012-10-22,255.76951380892066
2012-10-23,233.916963225611
2012-10-24,215.72698976107182
2012-10-25,221.62557722548763
2012-10-26,248.65710383629289
2012-10-27,150.95405414147768
2012-10-28,194.9704078476264
2012-10-29,230.12536544655157
2012-10-30,235.46087661422072
2012-10-31,235.69965228829204
2013-02-01,321.65561302834629
2013-02-02,253.52446487914926
2013-02-03,286.83803597867302
2013-02-04,246.33657101485539
2013-02-05,288.98602743938631
2013-02-06,302.54512409643746
2013-02-07,283.11581192678489
2013-02-08,308.59890653032716
2013-02-09,361.10612885681013
2013-02-10,341.45963089794174
2013-02-11,352.30196004878934
2013-02-12,344.41727457089519
2013-02-13,402.07655674910501
2013-02-14,434.26647305393521
2013-02-15,452.46692622665211
