fecha,conteo_ordenes
2012-10-01,199.42570040719184
2012-10-02,224.22140477302841
2012-10-03,243.82335687943149
2012-10-04,240.63768604497091
2012-10-05,272.93235096002979
2012-10-06,179.26049513457721
2012-10-07,233.73262746765417
2012-10-08,207.37344929658246
2012-10-09,205.55929123680406
2012-10-10,249.92773404874271
2012-10-11,281.28193161159368
2012-10-12,262.11140272968839
2012-10-13,210.24151391232365
2012-10-14,197.73780597265645
2012-10-15,213.10100752531997
2012-10-16,214.83606574995579
2012-10-17,214.19949609734491
2012-10-18,222.03933804376751
2012-10-19,247.18065381710252
2012-10-20,171.31008944156451
2012-10-21,205.73347716969883
2012-10-22,253.51797438295239
2012-10-23,232.17905941669025
2012-10-24,214.96653870415733
2012-10-25,220.42075833664256
2012-10-26,247.62369068016497
2012-10-27,148.31355553258848
2012-10-28,193.35752842805923
2012-10-29,227.90017303951052
2012-10-30,232.18130408665837
2012-10-31,233.32620963420791
2013-02-01,323.48562755134606
2013-02-02,255.06286585881134
2013-02-03,288.19196137847496
2013-02-04,249.0921743474035
2013-02-05,290.33204445245087
2013-02-06,304.23458083892035
2013-02-07,285.45737207643572
2013-02-08,312.33629867620812
2013-02-09,356.17227161239714
2013-02-10,337.95951524095062
2013-02-11,349.20021648513591
2013-02-12,340.87566378767076
2013-02-13,397.74396185436001
2013-02-14,429.47935070072492
2013-02-15,446.78353495639101
