fecha,conteo_ordenes
2012-10-01,196.99351696547532
2012-10-02,219.87781012750452
2012-10-03,243.56758825799074
2012-10-04,245.20077240209417
2012-10-05,278.26104221828331
2012-10-06,187.45602504099151
2012-10-07,215.25366212960128
2012-10-08,213.6955248210495
2012-10-09,210.60208590030527
2012-10-10,245.6818365964977
2012-10-11,267.6325254498625
2012-10-12,266.93138851202224
2012-10-13,195.60394247647639
2012-10-14,189.67462141011526
2012-10-15,204.41980059385025
2012-10-16,210.34756455781013
2012-10-17,216.92854122755256
2012-10-18,231.59711647333467
2012-10-19,250.03517817339809
2012-10-20,179.36094484363474
2012-10-21,212.72513856460765
2012-10-22,247.88149319875299
2012-10-23,229.6050629561193
2012-10-24,224.79606706015551
2012-10-25,241.51857178499938
2012-10-26,261.41533115930241
2012-10-27,163.73671131751726
2012-10-28,208.39720686304742
2012-10-29,256.08739153519821
2012-10-30,252.15401904693852
2012-10-31,247.04109924619092
2013-02-01,335.9384901957032
2013-02-02,247.5022426994135
2013-02-03,281.68283768599997
2013-02-04,266.49407747094727
2013-02-05,309.66142674317945
2013-02-06,316.55724361486216
2013-02-07,304.74652571419762
2013-02-08,328.15591224180196
2013-02-09,359.11536557576613
2013-02-10,343.54607751797676
2013-02-11,365.29297870641261
2013-02-12,364.87223337145423
2013-02-13,414.2358196799301
2013-02-14,450.73981945130367
2013-02-15,459.0363530962656
